int64_field_0,url,title,time_published,sentiment_score,sentiment_label,source,ticker_sentiment_score,ticker_sentiment_label
110,https://www.benzinga.com/pressreleases/25/02/g43429286/gt-protocol-wraps-up-a-busy-2024-with-numerous-milestones-including-launching-ai-agents-builder,GT Protocol wraps up a busy 2024 with numerous milestones including launching AI agents Builder,2025-02-03 11:14:40 UTC,0.428793,Bullish,Benzinga,0.137203,Neutral
185,https://www.benzinga.com/pressreleases/25/02/g43443656/best-crypto-exchange-2025-kraken-recognized-as-top-crypto-exchange-by-expert-consumers,Best Crypto Exchange  ( 2025 ) : Kraken Recognized as Top Crypto Exchange by Expert Consumers,2025-02-03 18:00:00 UTC,0.360475,Bullish,Benzinga,-0.070769,Neutral
184,https://www.benzinga.com/pressreleases/25/02/g43444349/ddb-miner-unveils-sustainable-cloud-mining-solution-with-unmatched-profit-potential,DDB Miner Unveils Sustainable Cloud Mining Solution with Unmatched Profit Potential,2025-02-03 18:18:13 UTC,0.439852,Bullish,Benzinga,0.14673,Neutral
179,https://www.benzinga.com/pressreleases/25/02/g43465652/ripple-xrp-ecosystem-gets-a-major-boost-as-blocscale-launchpad-paves-the-way-for-web3-startups-to-,Ripple  ( XRP )  Ecosystem Gets a Major Boost as BlocScale Launchpad Paves the Way for Web3 Startups to Raise Capital Seamlessly,2025-02-04 15:06:59 UTC,0.331672,Somewhat-Bullish,Benzinga,0.101185,Neutral
476,https://www.benzinga.com/pressreleases/25/02/g43619783/uk-approved-kk-miner-launches-best-free-cloud-mining-for-bitcoin-btc-and-dogecoin-doge,UK Approved KK MINER Launches Best Free Cloud Mining for Bitcoin  ( BTC )  and Dogecoin  ( DOGE ) ,2025-02-11 12:28:22 UTC,0.501789,Bullish,Benzinga,0.139523,Neutral
161,https://www.benzinga.com/pressreleases/25/02/g43679527/bch-miner-the-worlds-leading-clean-energy-cloud-mining-platform-providing-free-mining,"BCH Miner - The world's leading clean energy cloud mining platform, providing free mining",2025-02-12 23:30:00 UTC,0.379874,Bullish,Benzinga,0.079119,Neutral
468,https://www.benzinga.com/pressreleases/25/02/g43679527/bch-miner-the-worlds-leading-clean-energy-cloud-mining-platform-providing-free-mining,"BCH Miner - The world's leading clean energy cloud mining platform, providing free mining",2025-02-12 23:30:00 UTC,0.379874,Bullish,Benzinga,0.079119,Neutral
48,https://www.benzinga.com/pressreleases/25/02/g43816415/shareholder-reminder-faruqi-faruqi-llp-investigates-claims-on-behalf-of-investors-of-block,"SHAREHOLDER REMINDER: Faruqi & Faruqi, LLP Investigates Claims on Behalf of Investors of Block",2025-02-19 15:53:00 UTC,-0.24332,Somewhat-Bearish,Benzinga,0,Neutral
37,https://www.benzinga.com/pressreleases/25/02/g43830070/stronghold-urges-stockholders-to-follow-the-for-recommendation-of-iss-and-glass-lewis-and-support-,"Stronghold Urges Stockholders to Follow the ""FOR"" Recommendation of ISS and Glass Lewis and Support the Pending Merger With Bitfarms at the Upcoming Special Meeting - Stronghold Digital Mining  ( NASDAQ:SDIG ) ",2025-02-19 21:10:00 UTC,0.159403,Somewhat-Bullish,Benzinga,0.146574,Neutral
13,https://www.benzinga.com/pressreleases/25/02/g43856859/deadline-alert-block-inc-sq-xyz-investors-who-lost-money-urged-to-contact-glancy-prongay-murray-ll,"Deadline Alert: Block, Inc.  ( SQ, XYZ )  Investors Who Lost Money Urged To Contact Glancy Prongay & Murray LLP About Securities Fraud Lawsuit",2025-02-20 17:00:00 UTC,-0.256571,Somewhat-Bearish,Benzinga,0.130968,Neutral
10,https://www.benzinga.com/pressreleases/25/02/g43859727/shareholders-that-lost-money-on-block-inc-xyz-urged-to-join-class-action-contact-the-gross-law-fir,"Shareholders that lost money on Block, Inc. ( XYZ )  Urged to Join Class Action - Contact The Gross Law Firm to Learn More - Block  ( NYSE:XYZ ) ",2025-02-20 18:12:00 UTC,-0.337677,Somewhat-Bearish,Benzinga,-0.078482,Neutral
7,https://www.benzinga.com/pressreleases/25/02/g43863868/abraham-fruchter-twersky-llp-notifies-shareholders-of-a-class-action-lawsuit-on-behalf-of-investor,"Abraham, Fruchter & Twersky LLP Notifies Shareholders of a Class Action Lawsuit on Behalf of Investors who Acquired Shares of Block, Inc.  ( NYSE: XYZ )  - Block  ( NYSE:XYZ ) ",2025-02-20 20:15:17 UTC,-0.358231,Bearish,Benzinga,-0.050242,Neutral
0,https://www.benzinga.com/pressreleases/25/02/g43872034/rosen-global-investor-counsel-encourages-block-inc-investors-to-secure-counsel-before-important-de,"ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Block, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - SQ, XYZ",2025-02-21 00:54:00 UTC,-0.150811,Somewhat-Bearish,Benzinga,0,Neutral
217,https://www.benzinga.com/pressreleases/25/02/n43552466/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-investment-in-d,"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Investment in Digital Assets, with AI Transforming the Market - Technavio",2025-02-07 06:30:00 UTC,0.220944,Somewhat-Bullish,Benzinga,0.068157,Neutral
486,https://www.benzinga.com/pressreleases/25/02/n43552466/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-investment-in-d,"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Investment in Digital Assets, with AI Transforming the Market - Technavio",2025-02-07 06:30:00 UTC,0.220944,Somewhat-Bullish,Benzinga,0.068157,Neutral
205,https://www.benzinga.com/pressreleases/25/02/n43753805/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-digital-asset-i,"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Digital Asset Investments, Report on How AI is Redefining Market Landscape - Technavio",2025-02-15 03:34:00 UTC,0.220948,Somewhat-Bullish,Benzinga,0.068146,Neutral
326,https://www.benzinga.com/pressreleases/25/02/n43753805/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-digital-asset-i,"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Digital Asset Investments, Report on How AI is Redefining Market Landscape - Technavio",2025-02-15 03:34:00 UTC,0.220948,Somewhat-Bullish,Benzinga,0.068146,Neutral
463,https://www.benzinga.com/pressreleases/25/02/n43753805/cryptocurrency-market-to-grow-by-usd-39-75-billion-from-2025-2029-driven-by-rising-digital-asset-i,"Cryptocurrency Market to Grow by USD 39.75 Billion from 2025-2029, Driven by Rising Digital Asset Investments, Report on How AI is Redefining Market Landscape - Technavio",2025-02-15 03:34:00 UTC,0.220948,Somewhat-Bullish,Benzinga,0.068146,Neutral
475,https://www.benzinga.com/pressreleases/25/02/r43620695/ddb-miner-expands-its-cloud-mining-services,DDB Miner Expands Its Cloud Mining Services,2025-02-11 13:00:00 UTC,0.50667,Bullish,Benzinga,0.141006,Neutral
502,https://www.benzinga.com/pressreleases/25/02/r43620695/ddb-miner-expands-its-cloud-mining-services,DDB Miner Expands Its Cloud Mining Services,2025-02-11 13:00:00 UTC,0.50667,Bullish,Benzinga,0.141006,Neutral
20,https://www.benzinga.com/pressreleases/25/02/r43846040/bch-miner-launches-free-ai-cloud-mining-service-allowing-global-users-to-access,"BCH Miner Launches Free AI Cloud Mining Service, Allowing Global Users to Access",2025-02-20 13:05:26 UTC,0.401593,Bullish,Benzinga,-0.012117,Neutral
301,https://www.benzinga.com/pressreleases/25/02/r43846040/bch-miner-launches-free-ai-cloud-mining-service-allowing-global-users-to-access,"BCH Miner Launches Free AI Cloud Mining Service, Allowing Global Users to Access",2025-02-20 13:05:26 UTC,0.401593,Bullish,Benzinga,-0.012117,Neutral
450,https://www.benzinga.com/pressreleases/25/02/r43846040/bch-miner-launches-free-ai-cloud-mining-service-allowing-global-users-to-access,"BCH Miner Launches Free AI Cloud Mining Service, Allowing Global Users to Access",2025-02-20 13:05:26 UTC,0.401593,Bullish,Benzinga,-0.012117,Neutral
598,https://www.benzinga.com/trading-ideas/movers/24/12/42500884/trump-backed-world-liberty-financials-purchases-trigger-strong-rally-in-these-defi-tokens,Trump-Backed World Liberty Financial's Purchases Trigger Strong Rally In These DeFi Tokens - Grayscale Ethereum Mini Trust  ( ETH )  Common units of fractional undivided beneficial interest  ( ARCA:ETH ) ,2024-12-16 03:15:54 UTC,0.323217,Somewhat-Bullish,Benzinga,0.140884,Neutral
280,https://www.benzinga.com/trading-ideas/movers/25/01/43256906/deepseek-themed-crypto-explodes-600-on-ai-disruption-but-heres-why-you-should-be-cautious,DeepSeek-Themed Crypto Explodes 600% On AI Disruption But Here's Why You Should Be Cautious,2025-01-28 03:29:27 UTC,0.190957,Somewhat-Bullish,Benzinga,0,Neutral
262,https://www.benzinga.com/trading-ideas/movers/25/02/43614269/gamestop-themed-crypto-rallies-50-after-ryan-cohen-posts-intriguing-photo-with-bitcoin-bull-,GameStop-Themed Crypto Rallies 50% After Ryan Cohen Posts Intriguing Photo With Bitcoin Bull Michael Saylor - Grayscale Ethereum Mini Trust  ( ETH )  Common units of fractional undivided beneficial interest  ( ARCA:ETH ) ,2025-02-11 05:28:08 UTC,0.097024,Neutral,Benzinga,0.099359,Neutral
163,https://www.benzinga.com/trading-ideas/movers/25/02/43615527/week-after-eric-trump-said-great-time-to-add-eth-whales-stock-up-over-300-million-in-ethereu,"Week After Eric Trump Said 'Great Time To Add ETH,' Whales Stock Up Over $300 Million In Ethereum - What's Cooking - Grayscale Ethereum Mini Trust  ( ETH )  Common units of fractional undivided beneficial interest  ( ARCA:ETH ) ",2025-02-11 07:44:14 UTC,0.223308,Somewhat-Bullish,Benzinga,0.02509,Neutral
98,https://www.benzinga.com/trading-ideas/movers/25/02/43771666/bitcoin-dogecoin-weak-ethereum-rebounds-amid-muted-investor-sentiment-eth-moving-to-cold-wal,"Bitcoin, Dogecoin Weak, Ethereum Rebounds Amid Muted Investor Sentiment: ETH Moving To Cold Wallets At 'Shocking Pace' A Positive For Price Action In The Long-Term - Grayscale Bitcoin Mini Trust  ( BTC )  Common units of fractional undivided beneficial interest  ( ARCA:BTC ) ",2025-02-18 01:54:03 UTC,0.118935,Neutral,Benzinga,-0.084623,Neutral
225,https://www.fool.com/earnings/call-transcripts/2025/01/30/marsh-mclennan-companies-mmc-q4-2024-earnings-call/,Marsh & McLennan Companies  ( MMC )  Q4 2024 Earnings Call Transcript,2025-01-30 18:45:12 UTC,0.300122,Somewhat-Bullish,Motley Fool,0,Neutral
722,https://www.fool.com/investing/2022/09/16/this-cryptocurrency-will-be-the-ethereum-of-2023/,Will This Cryptocurrency Be the STEPN of 2023?,2022-09-16 10:45:00 UTC,0.124159,Neutral,Motley Fool,0.077002,Neutral
397,https://www.fool.com/investing/2022/12/20/here-is-my-top-cryptocurrency-to-buy-before-2023/,Here's My Top Cryptocurrency to Buy Before 2023,2022-12-20 14:13:00 UTC,0.153577,Somewhat-Bullish,Motley Fool,-0.045209,Neutral
395,https://www.fool.com/investing/2023/01/09/3-top-web3-stocks-to-buy-in-january/,3 Top Web3 Stocks to Buy in January,2023-01-09 18:21:00 UTC,0.336256,Somewhat-Bullish,Motley Fool,0.102837,Neutral
394,https://www.fool.com/investing/2023/01/09/why-bnb-polkadot-and-chainlink-are-seeing-big-upsi/,"Why BNB, Polkadot, and Chainlink Are Seeing Big Upside Today",2023-01-09 20:21:35 UTC,0.114443,Neutral,Motley Fool,0.059622,Neutral
393,https://www.fool.com/investing/2023/01/10/my-best-cryptocurrency-to-buy-right-now/,My Best Cryptocurrency to Buy Right Now,2023-01-10 15:41:00 UTC,0.164404,Somewhat-Bullish,Motley Fool,0.137427,Neutral
389,https://www.fool.com/investing/2023/02/14/3-cryptocurrencies-that-are-down-and-ready-to-pop/,3 Cryptocurrencies That Are Down 33% to 71% and Ready to Pop,2023-02-14 15:41:00 UTC,0.220602,Somewhat-Bullish,Motley Fool,0.06254,Neutral
387,https://www.fool.com/investing/2023/03/09/why-this-crypto-is-different-from-all-the-others/,Why This Crypto Is Different From All the Others,2023-03-09 15:21:00 UTC,0.277292,Somewhat-Bullish,Motley Fool,0.009635,Neutral
385,https://www.fool.com/investing/2023/04/08/3-cryptos-to-help-hedge-against-a-recession/,3 Cryptos to Help Hedge Against a Possible Recession,2023-04-08 12:17:00 UTC,0.116529,Neutral,Motley Fool,0.089874,Neutral
383,https://www.fool.com/investing/2023/04/20/2-top-cryptocurrencies-to-buy-in-april-2023/,2 Top Cryptocurrencies to Buy in April 2023,2023-04-20 11:27:00 UTC,0.335854,Somewhat-Bullish,Motley Fool,0.132964,Neutral
379,https://www.fool.com/investing/2023/07/11/cyber-savvy-and-scammed-anyway-a-cautionary-tale/,Cyber-Savvy and Scammed Anyway: A Cautionary Crypto Tale,2023-07-11 09:37:00 UTC,-0.058932,Neutral,Motley Fool,-0.088505,Neutral
634,https://www.fool.com/investing/2023/07/15/can-stellar-lumen-xlm-reach-1/,Can Stellar Lumen  ( XLM )  Reach $1?,2023-07-15 15:33:00 UTC,0.279186,Somewhat-Bullish,Motley Fool,0.129,Neutral
372,https://www.fool.com/investing/2023/11/13/can-polkadot-dot-reach-20/,Can Polkadot  ( DOT )  Reach $20?,2023-11-13 19:07:00 UTC,0.424213,Bullish,Motley Fool,0.076672,Neutral
821,https://www.fool.com/investing/2023/12/23/why-altcoins-like-bnb-and-internet-computer-surged/,Why Altcoins Like BNB and Internet Computer Surged Higher This Week,2023-12-23 05:16:42 UTC,0.184501,Somewhat-Bullish,Motley Fool,0.132769,Neutral
368,https://www.fool.com/investing/2024/01/07/should-you-buy-polkadot-dot-while-its-below-10/,Should You Buy Polkadot  ( DOT )  While It's Below $10?,2024-01-07 18:11:00 UTC,0.063528,Neutral,Motley Fool,0.066592,Neutral
366,https://www.fool.com/investing/2024/02/28/this-cryptocurrency-is-poised-for-a-huge-run/,Forget Bitcoin and Ethereum: This Cryptocurrency Is Poised for an Incredible Run,2024-02-28 16:51:00 UTC,0.300995,Somewhat-Bullish,Motley Fool,-0.010971,Neutral
801,https://www.fool.com/investing/2024/04/12/why-uniswap-led-a-crypto-crash-this-week/,Why Uniswap Led a Crypto Crash This Week,2024-04-12 19:26:39 UTC,0.13362,Neutral,Motley Fool,-0.017097,Neutral
359,https://www.fool.com/investing/2024/07/24/is-polkadot-a-millionaire-maker/,Is Polkadot  ( DOT )  a Millionaire Maker?,2024-07-24 13:33:00 UTC,0.209239,Somewhat-Bullish,Motley Fool,0.093844,Neutral
358,https://www.fool.com/investing/2024/08/28/why-altcoins-were-wilting-on-wednesday/,Why Altcoins Were Wilting on Wednesday,2024-08-28 22:17:37 UTC,-0.033891,Neutral,Motley Fool,0.010705,Neutral
549,https://www.fool.com/investing/2024/09/19/better-buy-bitcoin-vs-ethereum/,Better Buy: Bitcoin vs. Ethereum,2024-09-19 11:07:00 UTC,0.205451,Somewhat-Bullish,Motley Fool,0.094532,Neutral
542,https://www.fool.com/investing/2024/10/02/why-shiba-inu-xrp-and-bitcoin-cash-are-falling-tod/,"Why Shiba Inu, XRP, and Bitcoin Cash Are Falling Today",2024-10-02 16:21:55 UTC,-0.036712,Neutral,Motley Fool,-0.028904,Neutral
409,https://www.fool.com/investing/2024/10/25/heres-the-key-reason-why-uniswap-surged-7-this-pas/,Here's the Key Reason Why Uniswap Surged 7% This Past Week,2024-10-25 21:11:00 UTC,0.159206,Somewhat-Bullish,Motley Fool,0.141295,Neutral
529,https://www.fool.com/investing/2024/10/29/why-altcoins-were-rocketing-higher-today/,Why Altcoins Were Rocketing Higher Today,2024-10-29 23:24:56 UTC,0.238662,Somewhat-Bullish,Motley Fool,0.128951,Neutral
689,https://www.fool.com/investing/2024/11/24/these-shocking-cryptocurrencies-are-on-fire-this-w/,These Shocking Cryptocurrencies Are on Fire This Weekend,2024-11-25 00:07:13 UTC,0.146951,Neutral,Motley Fool,-0.003708,Neutral
352,https://www.fool.com/investing/2024/12/04/is-bluesky-the-killer-app-that-will-kickstart-the/,Is Bluesky the Killer App That Will Kickstart the Web3 Revolution in 2025?,2024-12-04 12:33:00 UTC,0.198971,Somewhat-Bullish,Motley Fool,0.023711,Neutral
591,https://www.fool.com/investing/2024/12/22/my-top-cryptocurrency-to-buy-right-now-hint-its-no/,My Top Cryptocurrency to Buy Right Now  ( Hint: It's Not Bitcoin ) ,2024-12-22 11:00:00 UTC,0.132475,Neutral,Motley Fool,0.093991,Neutral
248,https://www.fool.com/investing/2025/01/10/why-cardano-solana-aptos-and-polkadot-all-crashed/,"Why Cardano, Solana, Aptos, and Polkadot All Crashed This Week",2025-01-10 16:45:34 UTC,0.207112,Somewhat-Bullish,Motley Fool,0.014417,Neutral
351,https://www.fool.com/investing/2025/01/10/why-cardano-solana-aptos-and-polkadot-all-crashed/,"Why Cardano, Solana, Aptos, and Polkadot All Crashed This Week",2025-01-10 16:45:34 UTC,0.207112,Somewhat-Bullish,Motley Fool,0.014417,Neutral
509,https://www.fool.com/investing/2025/01/10/why-investors-were-bailing-from-altcoins-this-week/,Why Investors Were Bailing From Altcoins This Week,2025-01-10 23:38:28 UTC,0.146954,Neutral,Motley Fool,0.012902,Neutral
576,https://www.fool.com/investing/2025/01/10/why-investors-were-bailing-from-altcoins-this-week/,Why Investors Were Bailing From Altcoins This Week,2025-01-10 23:38:28 UTC,0.146954,Neutral,Motley Fool,0.012902,Neutral
667,https://www.fool.com/investing/2025/01/10/why-investors-were-bailing-from-altcoins-this-week/,Why Investors Were Bailing From Altcoins This Week,2025-01-10 23:38:28 UTC,0.146954,Neutral,Motley Fool,0.012902,Neutral
575,https://www.fool.com/investing/2025/01/13/why-chainlink-aptos-uniswap-and-sui-dropped-double/,"Why Chainlink, Aptos, Uniswap, and Sui Dropped Double Digits",2025-01-13 22:04:31 UTC,0.089955,Neutral,Motley Fool,0.076631,Neutral
666,https://www.fool.com/investing/2025/01/13/why-chainlink-aptos-uniswap-and-sui-dropped-double/,"Why Chainlink, Aptos, Uniswap, and Sui Dropped Double Digits",2025-01-13 22:04:31 UTC,0.089955,Neutral,Motley Fool,0.076631,Neutral
242,https://www.fool.com/investing/2025/01/17/should-you-buy-ethereum-in-2025/,Should You Buy Ethereum in 2025?,2025-01-17 10:21:00 UTC,0.163351,Somewhat-Bullish,Motley Fool,0.122953,Neutral
288,https://www.fool.com/investing/2025/01/23/why-solana-is-sinking-today/,Why Solana Is Sinking Today,2025-01-23 18:54:14 UTC,0.127529,Neutral,Motley Fool,0.018634,Neutral
507,https://www.fool.com/investing/2025/01/25/can-cryptocurrencies-split-like-stocks-the-answer/,Can Cryptocurrencies Split Like Stocks? The Answer Might Surprise You,2025-01-25 11:30:00 UTC,-0.016936,Neutral,Motley Fool,-0.082548,Neutral
235,https://www.fool.com/investing/2025/01/27/why-cryptocurrencies-shiba-inu-solana-and-cardano/,"Why Cryptocurrencies Shiba Inu, Solana, and Cardano Are Falling Today",2025-01-27 18:08:06 UTC,0.00486,Neutral,Motley Fool,0.008891,Neutral
281,https://www.fool.com/investing/2025/01/27/why-cryptocurrencies-shiba-inu-solana-and-cardano/,"Why Cryptocurrencies Shiba Inu, Solana, and Cardano Are Falling Today",2025-01-27 18:08:06 UTC,0.00486,Neutral,Motley Fool,0.008891,Neutral
564,https://www.fool.com/investing/2025/01/28/2-cryptocurrencies-that-could-skyrocket-this-year/,2 Cryptocurrencies That Could Skyrocket This Year,2025-01-28 10:36:00 UTC,0.311122,Somewhat-Bullish,Motley Fool,0.115498,Neutral
222,https://www.fool.com/investing/2025/02/02/oldies-but-goodies-should-you-still-be-investing-i/,"Oldies but Goodies: Should You Still Be Investing in Ethereum, XRP, or Chainlink in 2025?",2025-02-02 10:25:00 UTC,0.198325,Somewhat-Bullish,Motley Fool,0.029297,Neutral
559,https://www.fool.com/investing/2025/02/02/oldies-but-goodies-should-you-still-be-investing-i/,"Oldies but Goodies: Should You Still Be Investing in Ethereum, XRP, or Chainlink in 2025?",2025-02-02 10:25:00 UTC,0.198325,Somewhat-Bullish,Motley Fool,0.029297,Neutral
221,https://www.fool.com/investing/2025/02/03/crypto-crash-underway-cardano-polkado-and-avalanch/,"Crypto Crash Underway: Cardano, Polkado, and Avalanche Plunge More than 30%. Here's Why.",2025-02-03 21:36:00 UTC,0.152522,Somewhat-Bullish,Motley Fool,0.03752,Neutral
556,https://www.fool.com/investing/2025/02/03/why-xrp-solana-and-chainlink-dropped-like-a-rock/,"Behind the XRP, Solana, and Chainlink Roller Coaster",2025-02-03 21:12:00 UTC,0.014611,Neutral,Motley Fool,0.010701,Neutral
555,https://www.fool.com/investing/2025/02/06/should-investors-stay-away-from-crypto-as-the-tari/,Should Investors Stay Away From Crypto as the Tariff War Heats Up?,2025-02-06 11:10:00 UTC,0.132394,Neutral,Motley Fool,0.100817,Neutral
268,https://www.fool.com/investing/2025/02/07/got-3000-1-new-reason-to-buy-ethereum-and-2-reason/,"Got $3,000? 1 New Reason to Buy Ethereum, and 2 Reasons to Sell It and Buy Solana Instead",2025-02-07 10:30:00 UTC,0.152538,Somewhat-Bullish,Motley Fool,0.137499,Neutral
216,https://www.fool.com/investing/2025/02/07/why-ethereum-xrp-and-cardano-pulled-the-crypto-mar/,"Why Ethereum, XRP, and Cardano Pulled the Crypto Market Down This Week",2025-02-07 22:02:00 UTC,0.014621,Neutral,Motley Fool,0.003073,Neutral
169,https://www.fool.com/investing/2025/02/08/better-cryptocurrency-to-buy-with-2000-and-hold-fo/,"Better Cryptocurrency to Buy With $2,000 and Hold for 5 Years: XRP vs. Ethereum",2025-02-08 10:00:00 UTC,0.255979,Somewhat-Bullish,Motley Fool,0.079709,Neutral
503,https://www.fool.com/investing/2025/02/08/why-altcoins-were-tanking-this-week/,Why Altcoins Were Tanking This Week,2025-02-08 13:02:00 UTC,0.214171,Somewhat-Bullish,Motley Fool,-0.134948,Neutral
554,https://www.fool.com/investing/2025/02/08/why-altcoins-were-tanking-this-week/,Why Altcoins Were Tanking This Week,2025-02-08 13:02:00 UTC,0.214171,Somewhat-Bullish,Motley Fool,-0.134948,Neutral
167,https://www.fool.com/investing/2025/02/09/is-this-1-massively-undervalued-cryptocurrency-a-s/,"Is This 1 Massively Undervalued Cryptocurrency a Screaming Buy With $5,000?",2025-02-09 10:00:00 UTC,0.164629,Somewhat-Bullish,Motley Fool,-0.090013,Neutral
164,https://www.fool.com/investing/2025/02/10/got-1000-should-you-buy-xrp-right-now-or-solana/,"Got $1,000? Should You Buy XRP Right Now or Solana?",2025-02-10 10:00:00 UTC,0.284389,Somewhat-Bullish,Motley Fool,0.083003,Neutral
265,https://www.fool.com/investing/2025/02/10/got-1000-should-you-buy-xrp-right-now-or-solana/,"Got $1,000? Should You Buy XRP Right Now or Solana?",2025-02-10 10:00:00 UTC,0.284389,Somewhat-Bullish,Motley Fool,0.083003,Neutral
345,https://www.fool.com/investing/2025/02/12/could-dogecoin-make-you-a-millionaire-in-2025/,Could Dogecoin Make You a Millionaire in 2025?,2025-02-12 11:23:00 UTC,0.184347,Somewhat-Bullish,Motley Fool,0.147347,Neutral
737,https://www.fool.com/investing/2025/02/12/these-crypto-are-way-up-since-november/,These Cryptocurrencies Have Seen a Massive Post-Election Boost. Can They Maintain That Momentum?,2025-02-12 12:23:00 UTC,0.202676,Somewhat-Bullish,Motley Fool,0.147233,Neutral
160,https://www.fool.com/investing/2025/02/13/prediction-these-2-stocks-will-outperform-xrp/,Prediction: These 2 Stocks Will Outperform XRP Over the Next 3 Years,2025-02-13 13:11:00 UTC,0.243238,Somewhat-Bullish,Motley Fool,0.038279,Neutral
334,https://www.fool.com/investing/2025/02/14/is-now-a-good-time-to-buy-the-dip-in-dogecoin/,Is Now a Good Time to Buy the Dip in Dogecoin?,2025-02-14 10:19:00 UTC,0.202549,Somewhat-Bullish,Motley Fool,0.128632,Neutral
335,https://www.fool.com/investing/2025/02/14/this-looming-catalyst-could-boost-xrp-dogecoin-and/,"This Looming Catalyst Could Boost XRP, Dogecoin, and Shiba Inu",2025-02-14 10:00:00 UTC,0.264591,Somewhat-Bullish,Motley Fool,0.006018,Neutral
102,https://www.fool.com/investing/2025/02/14/why-altcoins-were-winning-this-week/,Why Altcoins Were Winning This Week,2025-02-15 00:01:29 UTC,0.084367,Neutral,Motley Fool,-0.063552,Neutral
464,https://www.fool.com/investing/2025/02/14/why-altcoins-were-winning-this-week/,Why Altcoins Were Winning This Week,2025-02-15 00:01:29 UTC,0.084367,Neutral,Motley Fool,-0.063552,Neutral
551,https://www.fool.com/investing/2025/02/14/xrp-is-up-400-in-the-past-3-months-is-it-a-buy-n/,XRP Is Up 400% in the Past 3 Months. Is It a Buy Now?,2025-02-14 12:10:00 UTC,0.219019,Somewhat-Bullish,Motley Fool,0.062971,Neutral
157,https://www.fool.com/investing/2025/02/15/3-ways-xrp-could-benefit-from-new-tariffs-in-2025/,3 Ways XRP Could Benefit From New Tariffs in 2025,2025-02-15 16:47:00 UTC,0.129588,Neutral,Motley Fool,0.02878,Neutral
156,https://www.fool.com/investing/2025/02/16/is-xrp-still-a-buy-despite-these-2-emerging-risks/,Is XRP Still a Buy Despite These 2 Emerging Risks?,2025-02-16 10:30:00 UTC,0.014529,Neutral,Motley Fool,0.063934,Neutral
316,https://www.fool.com/investing/2025/02/18/1-top-cryptocurrency-to-buy-before-it-soars-1453-a/,"1 Top Cryptocurrency to Buy Before It Soars 1,453%, According to ARK Invest CEO Cathie Wood",2025-02-18 13:25:00 UTC,0.147632,Neutral,Motley Fool,0.080498,Neutral
461,https://www.fool.com/investing/2025/02/18/1-top-cryptocurrency-to-buy-before-it-soars-1453-a/,"1 Top Cryptocurrency to Buy Before It Soars 1,453%, According to ARK Invest CEO Cathie Wood",2025-02-18 13:25:00 UTC,0.147632,Neutral,Motley Fool,0.080498,Neutral
93,https://www.fool.com/investing/2025/02/18/prediction-xrp-will-outperform-bitcoin-and-ether/,Prediction: XRP  ( Ripple )  Will Outperform Bitcoin and Ether Over the Next Year,2025-02-18 17:01:59 UTC,0.253731,Somewhat-Bullish,Motley Fool,0.146502,Neutral
89,https://www.fool.com/investing/2025/02/18/why-xrp-is-sinking-today/,Why XRP Is Sinking Today,2025-02-18 19:39:24 UTC,0.144478,Neutral,Motley Fool,0.008836,Neutral
75,https://www.fool.com/investing/2025/02/19/cryptocurrencies-that-could-soar-in-2025/,2 Cryptocurrencies That Could Soar in 2025 and 1 to Avoid,2025-02-19 14:00:00 UTC,0.168573,Somewhat-Bullish,Motley Fool,0.075408,Neutral
153,https://www.fool.com/investing/2025/02/19/cryptocurrencies-that-could-soar-in-2025/,2 Cryptocurrencies That Could Soar in 2025 and 1 to Avoid,2025-02-19 14:00:00 UTC,0.168573,Somewhat-Bullish,Motley Fool,0.075408,Neutral
308,https://www.fool.com/investing/2025/02/19/heres-how-warren-buffett-might-approach-dogecoin/,Here's How Warren Buffett Might Approach Dogecoin,2025-02-19 12:00:00 UTC,0.231917,Somewhat-Bullish,Motley Fool,0.010002,Neutral
155,https://www.fool.com/investing/2025/02/19/if-theres-ever-a-recession-should-you-buy-xrp-or/,"If There's Ever a Recession, Should You Buy XRP or Bitcoin?",2025-02-19 10:15:00 UTC,-0.068555,Neutral,Motley Fool,0.043553,Neutral
253,https://www.fool.com/investing/2025/02/19/thinking-of-buying-dogecoin-or-trump-stop-right-th/,Thinking of Buying Dogecoin or $TRUMP? Stop Right There and Do This Instead.,2025-02-19 11:00:00 UTC,0.128023,Neutral,Motley Fool,0.035915,Neutral
309,https://www.fool.com/investing/2025/02/19/thinking-of-buying-dogecoin-or-trump-stop-right-th/,Thinking of Buying Dogecoin or $TRUMP? Stop Right There and Do This Instead.,2025-02-19 11:00:00 UTC,0.128023,Neutral,Motley Fool,0.035915,Neutral
